date,price
2024-11-16,2.461e-05
2024-11-17,2.479e-05
2024-11-18,2.486e-05
2024-11-19,2.475e-05
2024-11-20,2.387e-05
2024-11-21,2.476e-05
2024-11-22,2.542e-05
2024-11-23,2.593e-05
2024-11-24,2.574e-05
2024-11-25,2.476e-05
2024-11-26,2.434e-05
2024-11-27,2.573e-05
2024-11-28,2.548e-05
2024-11-29,2.603e-05
2024-11-30,2.673e-05
2024-12-01,3.086e-05
2024-12-02,2.992e-05
2024-12-03,2.861e-05
2024-12-04,3.285e-05
2024-12-05,3.045e-05
2024-12-06,3.084e-05
2024-12-07,3.197e-05
2024-12-08,3.219e-05
2024-12-09,2.725e-05
2024-12-10,2.716e-05
2024-12-11,2.879e-05
2024-12-12,2.813e-05
2024-12-13,2.855e-05
2024-12-14,2.749e-05
2024-12-15,2.788e-05
2024-12-16,2.719e-05
2024-12-17,2.632e-05
2024-12-18,2.405e-05
2024-12-19,2.157e-05
2024-12-20,2.247e-05
2024-12-21,2.17e-05
2024-12-22,2.153e-05
2024-12-23,2.251e-05
2024-12-24,2.35e-05
2024-12-25,2.283e-05
2024-12-26,2.159e-05
2024-12-27,2.17e-05
2024-12-28,2.218e-05
2024-12-29,2.135e-05
2024-12-30,2.114e-05
2024-12-31,2.118e-05
